# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1353
#@/user_id	b984ef3a-97ec-45f9-89c8-d237fbe7ae79
a 	啊	c=8 d=0.908954 t=1353
xie cuo 	寫錯	c=0 d=0.0486752 t=1353
xie cuo le 	寫錯了	c=1 d=0.489192 t=1353
xie zai 	寫在	c=1 d=0.117655 t=1353
xin 	心	c=1 d=0.740818 t=1353
xin 	新	c=2 d=0.601676 t=1353
xin li 	心裏	c=1 d=0.449329 t=1353
xin pian 	芯片	c=1 d=0.0281559 t=1353
xin xi 	信息	c=3 d=1.04901 t=1353
xin xue 	心血	c=1 d=0.0485578 t=1353
xing 	形	c=1 d=0.744532 t=1353
xing 	行	c=1 d=0.339595 t=1353
xiu gai 	修改	c=2 d=1.00716 t=1353
xu ni ji 	虛擬機	c=1 d=0.0300468 t=1353
xu yao 	需要	c=1 d=0.382893 t=1353
xuan xue 	玄學	c=1 d=0.140858 t=1353
xuan ze 	選擇	c=1 d=0.882497 t=1353
xue 	學	c=1 d=0.0376283 t=1353
xue de 	學得	c=1 d=0.0308074 t=1353
xue xi 	學習	c=4 d=0.169582 t=1353
xun huan 	循環	c=6 d=1.76024 t=1353
xun ji 	循跡	c=2 d=0.243763 t=1353
yan se 	顏色	c=1 d=0.344728 t=1353
yao 	要	c=3 d=0.222236 t=1353
yao bu yao 	要不要	c=1 d=0.236928 t=1353
yao fa song 	要發送	c=1 d=0.535261 t=1353
ye 	也	c=3 d=0.337902 t=1353
ye dai 	也帶	c=1 d=0.524662 t=1353
ye dei 	也得	c=1 d=0.527293 t=1353
ye shi 	也是	c=1 d=0.106992 t=1353
ye ye 	爺爺	c=1 d=0.0271874 t=1353
ye you 	也有	c=1 d=0.571209 t=1353
yi 	一	c=1 d=0.268474 t=1353
yi ba 	一把	c=0 d=0.0305746 t=1353
yi ba suo 	一把梭	c=2 d=0.741156 t=1353
yi ceng 	一層	c=1 d=0.336216 t=1353
yi dian 	一點	c=1 d=0.308819 t=1353
yi dian dian 	一點點	c=1 d=0.865022 t=1353
yi dong 	移動	c=1 d=0.594521 t=1353
yi ge 	一個	c=9 d=2.17846 t=1353
yi hou 	以後	c=2 d=0.188247 t=1353
yi jian 	一鍵	c=0 d=0.0231078 t=1353
yi jian 	意見	c=1 d=0.231078 t=1353
yi jian huo qu 	一鍵獲取	c=1 d=0.232236 t=1353
yi jing 	已經	c=1 d=0.447088 t=1353
yi jing 	易經	c=1 d=0.214381 t=1353
yi ju 	一句	c=1 d=0.453845 t=1353
yi lai 	依賴	c=1 d=0.257947 t=1353
yi si 	意思	c=2 d=0.611551 t=1353
yi tiao 	一條	c=1 d=0.198891 t=1353
yi wei 	以爲	c=1 d=0.22313 t=1353
yi wen 	疑問	c=1 d=0.0513033 t=1353
yi xia 	一下	c=5 d=0.606884 t=1353
yi zhi 	一直	c=2 d=0.62212 t=1353
yin 	陰	c=1 d=0.0241131 t=1353
yin gai 	因改	c=1 d=0.323033 t=1353
yin jiao 	引腳	c=12 d=5.11616 t=1353
yin wei 	因爲	c=1 d=0.100259 t=1353
yin yue 	音樂	c=0 d=0.0615697 t=1353
ying 	應	c=1 d=0.0185924 t=1353
ying gai 	應該	c=4 d=1.57585 t=1353
ying gai shi 	應該是	c=1 d=0.324653 t=1353
ying shi ju 	影視劇	c=1 d=0.752014 t=1353
ying xiang 	影響	c=1 d=0.0593087 t=1353
yong 	用	c=12 d=1.81071 t=1353
yong de 	用的	c=1 d=0.384812 t=1353
yong hu 	用戶	c=1 d=0.127454 t=1353
yong zhe 	用着	c=0 d=0.0514273 t=1353
you 	又	c=1 d=0.224249 t=1353
you 	有	c=2 d=0.601857 t=1353
you dian 	有點	c=2 d=0.465334 t=1353
you ge 	有個	c=1 d=0.373439 t=1353
you ji 	右擊	c=2 d=0.657047 t=1353
you jian 	郵件	c=2 d=1.56154 t=1353
you ke neng 	有可能	c=1 d=0.360595 t=1353
you shi 	又是	c=1 d=0.0495388 t=1353
you shi jian 	有時間	c=1 d=0.0228227 t=1353
you yong 	有用	c=2 d=0.485354 t=1353
you yong 	游泳	c=1 d=0.472367 t=1353
yu 	於	c=1 d=0.0323869 t=1353
yu fa 	語法	c=1 d=0.0490458 t=1353
yu yan 	語言	c=4 d=0.169484 t=1353
yu yin 	語音	c=1 d=0.0409665 t=1353
yu zhou 	宇宙	c=1 d=0.748264 t=1353
yuan 	源	c=2 d=1.10597 t=1353
yuan cheng 	遠程	c=1 d=0.0443785 t=1353
yue du 	閱讀	c=1 d=0.0352602 t=1353
yun 	雲	c=0 d=0.0615697 t=1353
yun xing 	運行	c=3 d=1.89591 t=1353
zai 	再	c=5 d=0.951477 t=1353
zai 	在	c=12 d=1.43292 t=1353
zai ci 	再次	c=1 d=0.67032 t=1353
zai na 	在哪	c=1 d=0.29523 t=1353
zai shuo 	再說	c=1 d=0.447088 t=1353
zai xian 	在線	c=1 d=0.0157644 t=1353
zao 	早	c=0 d=0.0216536 t=1353
zen me 	怎麼	c=6 d=0.45072 t=1353
zhan shi 	展示	c=1 d=1 t=1331
zhao 	找	c=1 d=0.0784384 t=1353
zhao 	照	c=0 d=0.0423162 t=1353
zhao dao 	找到	c=2 d=0.480592 t=1353
zhao dao le 	找到了	c=1 d=0.0706512 t=1353
zhao yi ge 	找一個	c=1 d=0.160413 t=1353
zhao zhe ge 	照這個	c=1 d=0.425283 t=1353
zhe 	這	c=7 d=1.03736 t=1353
zhe ge 	這個	c=16 d=3.23937 t=1353
zhe ge bao 	這個包	c=1 d=0.25666 t=1353
zhe li 	這裏	c=2 d=1.0884 t=1353
zhe me 	這麼	c=0 d=0.0236082 t=1353
zhe me kuai 	這麼快	c=1 d=0.0196437 t=1353
zhe me zao 	這麼早	c=2 d=0.436332 t=1353
zhe shi 	這是	c=5 d=4.4102 t=1353
zhe shi wo de 	這是我的	c=2 d=1.86502 t=1341
zhe shi wo de zi ding yi ci dian 	这是我的自定义词典	c=0 d=0 t=0
zhe shi wo de zi ding yi ci dian 1 	这是我的自定义词典	c=0 d=0 t=0
zhe ta ma 	這他媽	c=1 d=0.219809 t=1353
zhe xie 	這些	c=1 d=0.0356146 t=1353
zhe yi duan 	這一段	c=1 d=1 t=1332
zhe zhong 	這種	c=1 d=0.102504 t=1353
zhen de 	真的	c=1 d=0.205975 t=1353
zheng ge 	整個	c=1 d=0.534464 t=1353
zheng ge bian kuang 	整個邊框	c=1 d=0.479505 t=1353
zheng tian 	整天	c=1 d=0.0361528 t=1353
zhi chi 	支持	c=1 d=0.451581 t=1353
zhi dao 	直道	c=1 d=0.170333 t=1353
zhi ding 	制定	c=1 d=0.278037 t=1353
zhi ding 	指定	c=2 d=0.640027 t=1353
zhi jie 	直接	c=19 d=4.86677 t=1353
zhi jie yong 	直接用	c=1 d=0.0958472 t=1353
zhi ling 	指令	c=11 d=2.18903 t=1353
zhi qian 	之前	c=1 d=0.164474 t=1353
zhi shi 	只是	c=1 d=0.0317456 t=1353
zhi shi 	知識	c=1 d=0.0357931 t=1353
zhi yu 	至於	c=1 d=1 t=1342
zhong 	中	c=1 d=0.171187 t=1353
zhong wen 	中文	c=1 d=0.290835 t=1353
zhu 	主	c=2 d=0.60653 t=1353
zhu che 	主車	c=1 d=0.251579 t=1353
zhu cong 	主從	c=1 d=0.0403566 t=1353
zhu zhi ling 	主指令	c=1 d=0.18452 t=1353
zhu zhong 	注重	c=1 d=0.0337087 t=1353
zhuang 	裝	c=3 d=0.442957 t=1353
zhuang le 	裝了	c=2 d=0.593289 t=1353
zhui zong 	追蹤	c=2 d=0.0889861 t=1353
zhun bei 	準備	c=2 d=0.168496 t=1353
zi ding yi 	自定義	c=4 d=3.26706 t=1353
zi ji 	自己	c=3 d=0.499074 t=1353
zi liao 	資料	c=1 d=0.0407622 t=1353
zong 	總	c=2 d=0.202365 t=1353
zong ran 	縱然	c=0 d=0.0045275 t=1353
zong ran si meng 	縱然似夢	c=2 d=0.0912319 t=1353
zou 	走	c=2 d=0.650509 t=1353
zuo 	做	c=1 d=0.0188734 t=1353
zuo ge 	做個	c=1 d=0.67032 t=1353
zuo tian 	昨天	c=1 d=0.194952 t=1353
zuo you 	左右	c=1 d=0.481909 t=1353
